url,phish_id,verified
https://update-3729.lotto-win.online/login?id=86217,4000000,yes
https://update-4069.cheap-deals.tech/login?id=44787,4000001,yes
https://update-7210.paytm-rewards.cfd/login?id=64977,4000002,yes
https://update-6331.refund-claim.net/login?id=28270,4000003,yes
https://update-2872.refund-claim.cfd/login?id=23273,4000004,yes
https://update-9516.secure-login.tech/login?id=91596,4000005,yes
https://update-565.cheap-deals.online/login?id=18800,4000006,yes
https://update-8315.lotto-win.tech/login?id=87542,4000007,yes
https://update-667.bank-update.net/login?id=38201,4000008,yes
https://update-5098.sbi-support.tech/login?id=23163,4000009,yes
https://update-9205.secure-login.cfd/login?id=33583,4000010,yes
https://update-6427.verify-kyc.cc/login?id=74805,4000011,yes
https://update-6785.sbi-support.online/login?id=99769,4000012,yes
https://update-9740.refund-claim.info/login?id=71540,4000013,yes
https://update-5795.paytm-rewards.tech/login?id=67975,4000014,yes
https://update-735.refund-claim.tech/login?id=43187,4000015,yes
https://update-5321.sbi-support.cfd/login?id=80884,4000016,yes
https://update-3152.refund-claim.cfd/login?id=19009,4000017,yes
https://update-5700.sbi-support.online/login?id=40568,4000018,yes
https://update-1102.refund-claim.net/login?id=63518,4000019,yes
https://update-1297.sbi-support.cc/login?id=37891,4000020,yes
https://update-5390.sbi-support.net/login?id=14382,4000021,yes
https://update-324.secure-login.cc/login?id=94772,4000022,yes
https://update-6653.secure-login.cfd/login?id=65546,4000023,yes
https://update-4599.refund-claim.tech/login?id=33315,4000024,yes
https://update-8602.lotto-win.net/login?id=55743,4000025,yes
https://update-4061.verify-kyc.info/login?id=28272,4000026,yes
https://update-9929.cheap-deals.cc/login?id=35096,4000027,yes
https://update-5043.refund-claim.cfd/login?id=51227,4000028,yes
https://update-5856.sbi-support.net/login?id=53073,4000029,yes
https://update-5670.lotto-win.cfd/login?id=87760,4000030,yes
https://update-8342.verify-kyc.online/login?id=75338,4000031,yes
https://update-4651.cheap-deals.xyz/login?id=79061,4000032,yes
https://update-1943.secure-login.tech/login?id=33220,4000033,yes
https://update-6220.refund-claim.cc/login?id=15363,4000034,yes
https://update-8061.sbi-support.info/login?id=81227,4000035,yes
https://update-2959.secure-login.cfd/login?id=77811,4000036,yes
https://update-7850.verify-kyc.cfd/login?id=19984,4000037,yes
https://update-5907.secure-login.xyz/login?id=83354,4000038,yes
https://update-2290.refund-claim.info/login?id=47434,4000039,yes
https://update-8737.cheap-deals.tech/login?id=86700,4000040,yes
https://update-7496.verify-kyc.net/login?id=89948,4000041,yes
https://update-374.cheap-deals.cfd/login?id=28177,4000042,yes
https://update-1461.bank-update.tech/login?id=15567,4000043,yes
https://update-1349.sbi-support.online/login?id=33723,4000044,yes
https://update-4026.sbi-support.info/login?id=86969,4000045,yes
https://update-4229.sbi-support.cfd/login?id=62597,4000046,yes
https://update-4897.lotto-win.cfd/login?id=95744,4000047,yes
https://update-539.cheap-deals.cc/login?id=70570,4000048,yes
https://update-2667.bank-update.net/login?id=38304,4000049,yes
https://update-3550.refund-claim.tech/login?id=81829,4000050,yes
https://update-2089.paytm-rewards.tech/login?id=21246,4000051,yes
https://update-5765.refund-claim.online/login?id=58508,4000052,yes
https://update-4442.bank-update.xyz/login?id=65893,4000053,yes
https://update-2463.sbi-support.xyz/login?id=80265,4000054,yes
https://update-6263.refund-claim.info/login?id=47478,4000055,yes
https://update-9282.verify-kyc.info/login?id=20736,4000056,yes
https://update-3077.paytm-rewards.info/login?id=16976,4000057,yes
https://update-2649.cheap-deals.tech/login?id=65628,4000058,yes
https://update-5755.sbi-support.cfd/login?id=69880,4000059,yes
https://update-4517.secure-login.info/login?id=59573,4000060,yes
https://update-5179.lotto-win.tech/login?id=62771,4000061,yes
https://update-1849.secure-login.cfd/login?id=42788,4000062,yes
https://update-1973.secure-login.info/login?id=70423,4000063,yes
https://update-4674.cheap-deals.online/login?id=63330,4000064,yes
https://update-5890.secure-login.online/login?id=72712,4000065,yes
https://update-1565.verify-kyc.cc/login?id=31160,4000066,yes
https://update-4174.paytm-rewards.net/login?id=12760,4000067,yes
https://update-6357.secure-login.cc/login?id=81298,4000068,yes
https://update-3373.paytm-rewards.cfd/login?id=41422,4000069,yes
https://update-1224.lotto-win.info/login?id=52081,4000070,yes
https://update-3355.refund-claim.online/login?id=77166,4000071,yes
https://update-9590.sbi-support.cc/login?id=90589,4000072,yes
https://update-1819.paytm-rewards.tech/login?id=29394,4000073,yes
https://update-3574.paytm-rewards.net/login?id=73479,4000074,yes
https://update-179.cheap-deals.net/login?id=92582,4000075,yes
https://update-1773.sbi-support.tech/login?id=71745,4000076,yes
https://update-3077.secure-login.net/login?id=85212,4000077,yes
https://update-6602.verify-kyc.online/login?id=52011,4000078,yes
https://update-8330.lotto-win.online/login?id=46941,4000079,yes
https://update-6512.refund-claim.net/login?id=78648,4000080,yes
https://update-1628.sbi-support.xyz/login?id=92191,4000081,yes
https://update-7565.paytm-rewards.info/login?id=82111,4000082,yes
https://update-4419.bank-update.tech/login?id=63856,4000083,yes
https://update-9518.bank-update.xyz/login?id=91323,4000084,yes
https://update-2352.secure-login.xyz/login?id=69724,4000085,yes
https://update-3344.bank-update.online/login?id=96798,4000086,yes
https://update-8050.secure-login.info/login?id=13695,4000087,yes
https://update-9865.cheap-deals.cfd/login?id=73586,4000088,yes
https://update-7444.paytm-rewards.xyz/login?id=71312,4000089,yes
https://update-3181.bank-update.cc/login?id=42849,4000090,yes
https://update-9711.secure-login.cc/login?id=66735,4000091,yes
https://update-1829.verify-kyc.online/login?id=62070,4000092,yes
https://update-296.cheap-deals.cc/login?id=82997,4000093,yes
https://update-3690.cheap-deals.cfd/login?id=73574,4000094,yes
https://update-8224.lotto-win.xyz/login?id=96583,4000095,yes
https://update-4035.refund-claim.cfd/login?id=41522,4000096,yes
https://update-798.sbi-support.online/login?id=94637,4000097,yes
https://update-6101.paytm-rewards.net/login?id=54827,4000098,yes
https://update-7365.bank-update.cc/login?id=76063,4000099,yes
https://update-7119.cheap-deals.cfd/login?id=27666,4000100,yes
https://update-2359.cheap-deals.xyz/login?id=64043,4000101,yes
https://update-6716.verify-kyc.tech/login?id=19586,4000102,yes
https://update-9639.paytm-rewards.tech/login?id=18939,4000103,yes
https://update-6998.cheap-deals.cfd/login?id=18539,4000104,yes
https://update-9535.refund-claim.cc/login?id=68356,4000105,yes
https://update-7506.refund-claim.tech/login?id=20025,4000106,yes
https://update-6905.lotto-win.cfd/login?id=68390,4000107,yes
https://update-5490.paytm-rewards.tech/login?id=80715,4000108,yes
https://update-3073.paytm-rewards.info/login?id=87935,4000109,yes
https://update-902.secure-login.cc/login?id=53311,4000110,yes
https://update-4247.cheap-deals.xyz/login?id=33106,4000111,yes
https://update-920.paytm-rewards.xyz/login?id=94172,4000112,yes
https://update-4664.verify-kyc.info/login?id=81613,4000113,yes
https://update-6269.cheap-deals.cc/login?id=72913,4000114,yes
https://update-8623.secure-login.cc/login?id=83709,4000115,yes
