url,is_phishing
https://secure-login-kyc-999.cfd/claim-rewards/verify-account,1
https://secure-login-verify-662.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-404.cfd/claim-rewards/verify-account,1
https://secure-login-discount-466.cfd/claim-rewards/verify-account,1
https://secure-login-win-702.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-515.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-939.cfd/claim-rewards/verify-account,1
https://secure-login-verify-750.cfd/claim-rewards/verify-account,1
https://secure-login-free-332.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-506.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-368.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-157.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-927.cfd/claim-rewards/verify-account,1
https://secure-login-verify-694.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-572.cfd/claim-rewards/verify-account,1
https://secure-login-free-373.cfd/claim-rewards/verify-account,1
https://secure-login-verify-893.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-607.cfd/claim-rewards/verify-account,1
https://secure-login-verify-652.cfd/claim-rewards/verify-account,1
https://secure-login-free-531.cfd/claim-rewards/verify-account,1
https://secure-login-discount-995.cfd/claim-rewards/verify-account,1
https://secure-login-verify-812.cfd/claim-rewards/verify-account,1
https://secure-login-discount-532.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-290.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-560.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-967.cfd/claim-rewards/verify-account,1
https://secure-login-discount-595.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-745.cfd/claim-rewards/verify-account,1
https://secure-login-discount-518.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-495.cfd/claim-rewards/verify-account,1
https://secure-login-verify-553.cfd/claim-rewards/verify-account,1
https://secure-login-discount-709.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-357.cfd/claim-rewards/verify-account,1
https://secure-login-verify-127.cfd/claim-rewards/verify-account,1
https://secure-login-discount-495.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-902.cfd/claim-rewards/verify-account,1
https://secure-login-free-902.cfd/claim-rewards/verify-account,1
https://secure-login-discount-499.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-660.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-957.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-646.cfd/claim-rewards/verify-account,1
https://secure-login-verify-803.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-602.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-181.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-215.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-509.cfd/claim-rewards/verify-account,1
https://secure-login-verify-718.cfd/claim-rewards/verify-account,1
https://secure-login-free-980.cfd/claim-rewards/verify-account,1
https://secure-login-discount-129.cfd/claim-rewards/verify-account,1
https://secure-login-win-380.cfd/claim-rewards/verify-account,1
https://secure-login-verify-809.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-257.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-859.cfd/claim-rewards/verify-account,1
https://secure-login-verify-339.cfd/claim-rewards/verify-account,1
https://secure-login-discount-912.cfd/claim-rewards/verify-account,1
https://secure-login-free-261.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-573.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-504.cfd/claim-rewards/verify-account,1
https://secure-login-win-305.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-730.cfd/claim-rewards/verify-account,1
https://secure-login-free-973.cfd/claim-rewards/verify-account,1
https://secure-login-discount-790.cfd/claim-rewards/verify-account,1
https://secure-login-free-988.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-636.cfd/claim-rewards/verify-account,1
https://secure-login-discount-546.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-544.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-956.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-975.cfd/claim-rewards/verify-account,1
https://secure-login-win-851.cfd/claim-rewards/verify-account,1
https://secure-login-free-406.cfd/claim-rewards/verify-account,1
https://secure-login-discount-335.cfd/claim-rewards/verify-account,1
https://secure-login-verify-945.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-314.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-723.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-388.cfd/claim-rewards/verify-account,1
https://secure-login-win-726.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-666.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-484.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-839.cfd/claim-rewards/verify-account,1
https://secure-login-discount-583.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-759.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-659.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-443.cfd/claim-rewards/verify-account,1
https://secure-login-free-671.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-539.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-345.cfd/claim-rewards/verify-account,1
https://secure-login-win-626.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-963.cfd/claim-rewards/verify-account,1
https://secure-login-discount-119.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-822.cfd/claim-rewards/verify-account,1
https://secure-login-discount-255.cfd/claim-rewards/verify-account,1
https://secure-login-free-177.cfd/claim-rewards/verify-account,1
https://secure-login-free-780.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-880.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-472.cfd/claim-rewards/verify-account,1
https://secure-login-discount-524.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-926.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-156.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-219.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-816.cfd/claim-rewards/verify-account,1
https://secure-login-discount-203.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-754.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-821.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-133.cfd/claim-rewards/verify-account,1
https://secure-login-discount-240.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-512.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-962.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-898.cfd/claim-rewards/verify-account,1
https://secure-login-free-817.cfd/claim-rewards/verify-account,1
https://secure-login-discount-871.cfd/claim-rewards/verify-account,1
https://secure-login-kyc-570.cfd/claim-rewards/verify-account,1
https://secure-login-win-807.cfd/claim-rewards/verify-account,1
https://secure-login-win-680.cfd/claim-rewards/verify-account,1
https://secure-login-free-849.cfd/claim-rewards/verify-account,1
https://secure-login-win-830.cfd/claim-rewards/verify-account,1
https://secure-login-verify-318.cfd/claim-rewards/verify-account,1
https://secure-login-win-567.cfd/claim-rewards/verify-account,1
https://secure-login-win-456.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-397.cfd/claim-rewards/verify-account,1
https://secure-login-verify-830.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-272.cfd/claim-rewards/verify-account,1
https://secure-login-discount-376.cfd/claim-rewards/verify-account,1
https://secure-login-free-175.cfd/claim-rewards/verify-account,1
https://secure-login-verify-960.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-578.cfd/claim-rewards/verify-account,1
https://secure-login-discount-614.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-148.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-474.cfd/claim-rewards/verify-account,1
https://secure-login-paytm-756.cfd/claim-rewards/verify-account,1
https://secure-login-free-237.cfd/claim-rewards/verify-account,1
https://secure-login-discount-375.cfd/claim-rewards/verify-account,1
https://secure-login-lottery-802.cfd/claim-rewards/verify-account,1
https://secure-login-win-564.cfd/claim-rewards/verify-account,1
https://secure-login-sbi-729.cfd/claim-rewards/verify-account,1
